First Name,Email ID,Quantity,Events,Attendee Status,College Name,How did you come to know about this event?,"Specify in ""Others"" (how did you come to know about this event)",Designation,Year of Graduation,City,CGPA,Experience with python (Months),Family Income,Expected salary (Lac),Leadership- skills,Average cgpa=,8.038475685
Russell,russell@xyz.com,1,Skill and Employability Enhancement,Attending,silicon institute of technology,,,Students,2024,Varanasi,7.2,8,0-2 Lakh,7,yes,,
Ethel,ethel@xyz.com,1,Skill and Employability Enhancement,Attending,adhiyamaan college of engineering,,,Students,2024,Almora,9.1,3,0-2 Lakh,21,yes,,
Michelle,michelle@xyz.com,1,Skill and Employability Enhancement,Attending,don bosco college of engineering fatorda goa,,,Students,2023,Alipore,6.7,6,0-2 Lakh,5,no ,,
Dana,dana@xyz.com,1,Skill and Employability Enhancement,Attending,pillai college of engineering new panvel,,,Students,2023,Haora,7.1,8,0-2 Lakh,16,no ,,
Max,max@xyz.com,1,Skill and Employability Enhancement,Attending,st xavier's college ,,,Students,2025,Durgapur,7.1,3,0-2 Lakh,21,yes,,
Dorothy,dorothy@xyz.com,1,Skill and Employability Enhancement,Attending,a. c. patil college of engineering,,,Students,2025,Kolkata,9.2,8,0-2 Lakh,29,no,,
Marvin,marvin@xyz.com,1,Skill and Employability Enhancement,Attending,"ld college of engineering, ahmedabad, gujarat ",,,Students,2024,Palashi,7.3,6,0-2 Lakh,9,no,,
Robert,robert@xyz.com,1,Skill and Employability Enhancement,Attending,dkte society's textile and engineering institute ichalkaranji,,,Students,2023,Santipur,7.3,3,0-2 Lakh,13,yes,,
Daniel,daniel@xyz.com,1,Skill and Employability Enhancement,Attending,government polytechnic gandhinagar,,,Students,2024,Siuri,6.9,6,0-2 Lakh,11,no,,
Amy,amy@xyz.com,1,Skill and Employability Enhancement,Attending,"b. k. birla college of arts, science & commerce (autonomous), kalyan",,,Students,2025,Talmuk,8.4,5,0-2 Lakh,21,no,,
Billy,billy@xyz.com,1,Skill and Employability Enhancement,Attending,"vishwakarma institute of technology, pune",,,Students,2026,Talmuk,6.7,8,0-2 Lakh,8,no,,
Quincy,quincy@xyz.com,1,Skill and Employability Enhancement,Attending,st.francis institute of technology,,,Students,2023,Orchha,7.9,5,0-2 Lakh,7,no ,,
Cindy,cindy@xyz.com,1,Skill and Employability Enhancement,Attending,new horizon institute of technology and management ,,,Students,2024,Sagar,9.9,5,0-2 Lakh,25,no ,,
Beverly,beverly@xyz.com,1,Skill and Employability Enhancement,Attending,late g. n. sapkal college of engineering,,,Students,2025,Satna,7.6,8,0-2 Lakh,21,yes,,
Alan,alan@xyz.com,1,Skill and Employability Enhancement,Attending,"symbiosis institute of technology, pune",,,Students,2025,Ujjain,9.3,5,0-2 Lakh,30,yes,,
Ben,ben@xyz.com,1,Skill and Employability Enhancement,Attending,"mit academy of engineering ,alandi",,,Students,2023,Vidisha,6.4,5,0-2 Lakh,24,no,,
Mary,mary@xyz.com,1,Skill and Employability Enhancement,Attending,wilson college ,,,Students,2023,Aurangabad,6.6,8,0-2 Lakh,19,no,,
Larry,larry@xyz.com,1,Skill and Employability Enhancement,Attending,"ld college of engineering, ahmedabad, gujarat ",,,Students,2024,Bhandara,7.8,3,0-2 Lakh,21,yes,,
Lauren,lauren@xyz.com,1,Skill and Employability Enhancement,Attending,dkte society's textile and engineering institute ichalkaranji,,,Students,2026,Bhsawal,8.7,3,0-2 Lakh,17,no,,
Rebecca,rebecca@xyz.com,1,Skill and Employability Enhancement,Attending,"mit academy of engineering ,alandi",,,Students,2023,Bid,7.2,8,0-2 Lakh,18,no,,
Rex,rex@xyz.com,1,Skill and Employability Enhancement,Attending,wilson college ,,,Students,2025,Dhule,8,8,0-2 Lakh,8,no,,
Dominic,dominic@xyz.com,1,Skill and Employability Enhancement,Attending,"ld college of engineering, ahmedabad, gujarat ",,,Students,2024,Jalgaon,8.5,8,0-2 Lakh,8,no,,
Lucy,lucy@xyz.com,1,Skill and Employability Enhancement,Attending,dkte society's textile and engineering institute ichalkaranji,,,Students,2024,Kalyan,8.5,3,0-2 Lakh,8,yes,,
Anita,anita@xyz.com,1,Skill and Employability Enhancement,Attending,"thakur institute of management studies, career development & research - [timscdr]",,,Students,2023,Thane,9.1,5,0-2 Lakh,8,yes,,
Diane,diane@xyz.com,1,Skill and Employability Enhancement,Attending,"priyadarshini college of engineering, nagpur ",,,Students,2026,Mumbai,8.7,3,0-2 Lakh,9,no ,,
Sarah,sarah@xyz.com,1,Skill and Employability Enhancement,Attending,"vidyalankar institute of technology, mumbai",,,Students,2025,Nagpur,6.5,6,0-2 Lakh,9,yes,,
James,james@xyz.com,1,Skill and Employability Enhancement,Attending,chhattisgarh swami vivekananda technical university teaching department bhilai,,,Students,2025,Nanded,8.8,8,0-2 Lakh,17,yes,,
Elizabeth,elizabeth@xyz.com,1,Skill and Employability Enhancement,Attending,silicon institute of technology,,,Students,2023,Mahe,9.3,6,0-2 Lakh,18,no,,
Peggy,peggy@xyz.com,1,Skill and Employability Enhancement,Attending,pillai college of engineering new panvel,,,Students,2024,Sangrur,8.7,6,0-2 Lakh,19,yes,,
Patricia,patricia@xyz.com,1,Skill and Employability Enhancement,Attending,st xavier's college ,,,Students,2025,Ajmer,9.1,5,0-2 Lakh,18,no,,
Lisa,lisa@xyz.com,1,Skill and Employability Enhancement,Attending,"vidyalankar institute of technology, mumbai",,,Students,2023,Amer,9.2,3,0-2 Lakh,12,no,,
Gladys,gladys@xyz.com,1,Skill and Employability Enhancement,Attending,wilson college ,,,Students,2024,Bikaner,7.6,8,0-2 Lakh,8,no,,
James,james@xyz.com,1,Skill and Employability Enhancement,Attending,"ld college of engineering, ahmedabad, gujarat ",,,Students,2026,Jaipur,7.1,3,0-2 Lakh,9,no,,
Jennifer,jennifer@xyz.com,1,Skill and Employability Enhancement,Attending,dkte society's textile and engineering institute ichalkaranji,,,Students,2024,Jalor,8.3,8,0-2 Lakh,7,yes,,
Quincy,quincy@xyz.com,1,Skill and Employability Enhancement,Attending,"ld college of engineering, ahmedabad, gujarat ",,,Students,2023,Jhalwar,9.2,6,0-2 Lakh,18,yes,,
Mary,mary@xyz.com,1,Skill and Employability Enhancement,Attending,g h raisoni institut of engineering and technology pune,,,Students,2023,Jodhpur,9.9,8,0-2 Lakh,19,no ,,
Adam,adam@xyz.com,1,Skill and Employability Enhancement,Attending,"b. k. birla college of arts, science & commerce (autonomous), kalyan",,,Students,2025,Pali,7.1,8,0-2 Lakh,22,yes,,
Larry,larry@xyz.com,1,Skill and Employability Enhancement,Attending,"vishwakarma institute of technology, pune",,,Students,2024,Sikar,7.5,3,0-2 Lakh,6,yes,,
Mark,mark@xyz.com,1,Skill and Employability Enhancement,Attending,"kle society's college of bca, rls institute, belagavi",,,Students,2026,Ahemdabad,7.3,5,0-2 Lakh,9,no,,
Manuel,manuel@xyz.com,1,Skill and Employability Enhancement,Attending,"priyadarshini college of engineering, nagpur ",,,Students,2023,Amreli,7.4,6,0-2 Lakh,20,no,,
William,william@xyz.com,1,Skill and Employability Enhancement,Attending,new horizon institute of technology and management ,,,Students,2023,Godhra,7.4,6,0-2 Lakh,17,yes,,
Kenneth,kenneth@xyz.com,1,Skill and Employability Enhancement,Attending,late g. n. sapkal college of engineering,,,Students,2024,Jamnagar,6.7,3,0-2 Lakh,19,no,,
Arthur,arthur@xyz.com,1,Skill and Employability Enhancement,Attending,"symbiosis institute of technology, pune",,,Students,2025,Junagadh,7.3,6,0-2 Lakh,13,no,,
Jill,jill@xyz.com,1,Skill and Employability Enhancement,Attending,"mit academy of engineering ,alandi",,,Students,2023,Kheda,9.7,3,0-2 Lakh,11,no,,
George,george@xyz.com,1,Skill and Employability Enhancement,Attending,a. c. patil college of engineering,,,Students,2025,Morbi,7.9,5,0-2 Lakh,12,no,,
Patricia,patricia@xyz.com,1,Skill and Employability Enhancement,Attending,wilson college ,,,Students,2026,Nadiad,7.2,6,0-2 Lakh,10,no,,
Pauline,pauline@xyz.com,1,Skill and Employability Enhancement,Attending,"ld college of engineering, ahmedabad, gujarat ",,,Students,2023,Navsari,7.1,3,0-2 Lakh,10,yes,,
Kimberly,kimberly@xyz.com,1,Skill and Employability Enhancement,Attending,dkte society's textile and engineering institute ichalkaranji,,,Students,2024,Okha,8.7,5,0-2 Lakh,10,yes,,
Helen,helen@xyz.com,1,Skill and Employability Enhancement,Attending,a. c. patil college of engineering,,,Students,2024,Surat,8.2,3,0-2 Lakh,12,no ,,
Terrance,terrance@xyz.com,1,Skill and Employability Enhancement,Attending,"ld college of engineering, ahmedabad, gujarat ",,,Students,2025,Ambala,7.1,6,0-2 Lakh,21,yes,,
Douglas,douglas@xyz.com,1,Skill and Employability Enhancement,Attending,"thakur institute of management studies, career development & research - [timscdr]",,,Students,2024,Faridabad,9.1,6,0-2 Lakh,26,no,,
Melvin,melvin@xyz.com,1,Skill and Employability Enhancement,Attending,lokmanya tilak college of engineering koparkhairane navi mumbai,,,Students,2024,Kunrool,9.5,3,0-2 Lakh,8,no,,
Carol,carol@xyz.com,1,Skill and Employability Enhancement,Attending,"priyadarshini college of engineering, nagpur ",,,Students,2023,Tirupati,6.7,5,0-2 Lakh,7,yes,,
Teresa,teresa@xyz.com,1,Skill and Employability Enhancement,Attending,"vidyalankar institute of technology, mumbai",,,Students,2023,Vijaywada,6.7,8,0-2 Lakh,21,no,,
Shirley,shirley@xyz.com,1,Skill and Employability Enhancement,Attending,chhattisgarh swami vivekananda technical university teaching department bhilai,,,Students,2025,Eluru,8.2,5,0-2 Lakh,5,no,,
Thomas,thomas@xyz.com,1,Skill and Employability Enhancement,Attending,silicon institute of technology,,,Students,2025,Guwahati,6.5,6,0-2 Lakh,16,no,,
Melvin,melvin@xyz.com,1,Skill and Employability Enhancement,Attending,adhiyamaan college of engineering,,,Students,2024,Nagaon,8.7,3,0-2 Lakh,21,no,,
Joshua,joshua@xyz.com,1,Skill and Employability Enhancement,Attending,st xavier's college ,,,Students,2024,Burani,7.4,3,0-2 Lakh,20,yes,,
George,george@xyz.com,1,Skill and Employability Enhancement,Attending,"vidyalankar institute of technology, mumbai",,,Students,2023,Dehri,7.3,8,0-2 Lakh,9,no ,,
Thomas,thomas@xyz.com,1,Skill and Employability Enhancement,Attending,"priyadarshini college of engineering, nagpur ",,,Students,2025,Chapra,8.6,3,0-2 Lakh,13,no ,,
Rosa,rosa@xyz.com,1,Skill and Employability Enhancement,Attending,"vidyalankar institute of technology, mumbai",,,Students,2024,Darbhanga,9.2,6,0-2 Lakh,24,yes,,
Andrea,andrea@xyz.com,1,Skill and Employability Enhancement,Attending,chhattisgarh swami vivekananda technical university teaching department bhilai,,,Students,2023,Gaya,7.8,8,0-2 Lakh,17,yes,,
James,james@xyz.com,1,Skill and Employability Enhancement,Attending,silicon institute of technology,,,Students,2025,Haijipur,7.9,8,0-2 Lakh,11,no,,
Eileen,eileen@xyz.com,1,Skill and Employability Enhancement,Attending,adhiyamaan college of engineering,,,Students,2026,Jamalpur,9.9,6,0-2 Lakh,21,no,,
Dolores,dolores@xyz.com,1,Skill and Employability Enhancement,Attending,don bosco college of engineering fatorda goa,,,Students,2024,Kaithar,8.1,6,0-2 Lakh,8,no,,
Amy,amy@xyz.com,1,Skill and Employability Enhancement,Attending,st xavier's college ,,,Students,2023,Munger,9.8,3,0-2 Lakh,8,no,,
Ronnie,ronnie@xyz.com,1,Skill and Employability Enhancement,Attending,"vidyalankar institute of technology, mumbai",,,Students,2024,Patna,9.6,5,0-2 Lakh,7,no,,
Philip,philip@xyz.com,1,Skill and Employability Enhancement,Attending,government polytechnic gandhinagar,,,Students,2025,Muzaffarpur,9.6,6,0-2 Lakh,25,no,,
Ruth,ruth@xyz.com,1,Skill and Employability Enhancement,Attending,"kle society's college of bca, rls institute, belagavi",,,Students,2024,Chandigarh,7.2,3,0-2 Lakh,24,yes,,
Rick,rick@xyz.com,1,Skill and Employability Enhancement,Attending,st.francis institute of technology,,,Students,2023,Bhilai,6.8,5,0-2 Lakh,19,no ,,
Andrew,andrew@xyz.com,1,Skill and Employability Enhancement,Attending,new horizon institute of technology and management ,,,Students,2024,Durg,8.4,3,0-2 Lakh,21,no ,,
William,william@xyz.com,1,Skill and Employability Enhancement,Attending,late g. n. sapkal college of engineering,,,Students,2025,Raipur,9.9,8,0-2 Lakh,17,yes,,
Marion,marion@xyz.com,1,Skill and Employability Enhancement,Attending,"symbiosis institute of technology, pune",,,Students,2025,Daman,6.6,6,0-2 Lakh,18,yes,,
Gary,gary@xyz.com,1,Skill and Employability Enhancement,Attending,"mit academy of engineering ,alandi",,,Students,2023,Diu,6.7,8,0-2 Lakh,9,no,,
Victor,victor@xyz.com,1,Skill and Employability Enhancement,Attending,a. c. patil college of engineering,,,Students,2024,Silvassa,7.6,8,0-2 Lakh,8,no,,
Carl,carl@xyz.com,1,Skill and Employability Enhancement,Attending,wilson college ,,,Students,2023,Delhi,8.3,5,0-2 Lakh,8,no,,
Joann,joann@xyz.com,1,Skill and Employability Enhancement,Attending,"ld college of engineering, ahmedabad, gujarat ",,,Students,2024,New Delhi,6.3,8,0-2 Lakh,8,yes,,
Deborah,deborah@xyz.com,1,Skill and Employability Enhancement,Attending,dkte society's textile and engineering institute ichalkaranji,,,Students,2025,Panji,8.9,8,0-2 Lakh,8,no,,
Mike,mike@xyz.com,1,Skill and Employability Enhancement,Attending,"thakur institute of management studies, career development & research - [timscdr]",,,Students,2023,Madgaon,9.5,8,0-2 Lakh,26,no,,
Miguel,miguel@xyz.com,1,Skill and Employability Enhancement,Attending,lokmanya tilak college of engineering koparkhairane navi mumbai,,,Students,2025,Ahemdabad,8.5,8,0-2 Lakh,7,no,,
William,william@xyz.com,1,Skill and Employability Enhancement,Attending,"priyadarshini college of engineering, nagpur ",,,Students,2026,Amreli,8.5,5,0-2 Lakh,7,no,,
Carlos,carlos@xyz.com,1,Skill and Employability Enhancement,Attending,"vidyalankar institute of technology, mumbai",,,Students,2024,Dwarka,8.8,6,0-2 Lakh,8,no,,
Patricia,patricia@xyz.com,1,Skill and Employability Enhancement,Attending,silicon institute of technology,,,Students,2023,Jamnagar,7.5,5,0-2 Lakh,6,yes,,
Paul,paul@xyz.com,1,Skill and Employability Enhancement,Attending,adhiyamaan college of engineering,,,Students,2023,Junagadh,8.3,6,0-2 Lakh,6,no ,,
Robert,robert@xyz.com,1,Skill and Employability Enhancement,Attending,don bosco college of engineering fatorda goa,,,Students,2025,Kheda,6.4,6,0-2 Lakh,7,no ,,
Patricia,patricia@xyz.com,1,Skill and Employability Enhancement,Attending,st xavier's college ,,,Students,2024,Nadiad,7.7,6,0-2 Lakh,8,yes,,
Marcus,marcus@xyz.com,1,Skill and Employability Enhancement,Attending,"vidyalankar institute of technology, mumbai",,,Students,2024,Navsari,9.9,8,0-2 Lakh,25,no,,
Nicholas,nicholas@xyz.com,1,Skill and Employability Enhancement,Attending,"s.i.e.s. graduate school of technology, nerul, navi mumbai",,,Students,2023,Okha,7.6,5,0-2 Lakh,6,no,,
Richard,richard@xyz.com,1,Skill and Employability Enhancement,Attending,g h raisoni institut of engineering and technology pune,,,Students,2023,Rajkot,7.9,3,0-2 Lakh,8,no,,
Kathleen,kathleen@xyz.com,1,Skill and Employability Enhancement,Attending,"b. k. birla college of arts, science & commerce (autonomous), kalyan",,,Students,2025,Valsad,7.4,8,0-2 Lakh,20,no,,
Michael,michael@xyz.com,1,Skill and Employability Enhancement,Attending,"vishwakarma institute of technology, pune",,,Students,2024,Ambala,9.2,3,0-2 Lakh,5,no,,
Vickie,vickie@xyz.com,1,Skill and Employability Enhancement,Attending,"kle society's college of bca, rls institute, belagavi",,,Students,2024,Chandigarh,7.6,6,0-2 Lakh,7,no,,
Susan,susan@xyz.com,1,Skill and Employability Enhancement,Attending,g h raisoni institut of engineering and technology pune,,,Students,2023,Faridabad,8.7,8,0-2 Lakh,9,no,,
Richard,richard@xyz.com,1,Skill and Employability Enhancement,Attending,government polytechnic gandhinagar,,,Students,2025,Gurugram,9.5,5,0-2 Lakh,5,no,,
Willie,willie@xyz.com,1,Skill and Employability Enhancement,Attending,"b. k. birla college of arts, science & commerce (autonomous), kalyan",,,Students,2023,Hisar,6.9,8,0-2 Lakh,8,yes,,
James,james@xyz.com,1,Skill and Employability Enhancement,Attending,"vishwakarma institute of technology, pune",,,Students,2024,Jind,9.2,8,0-2 Lakh,16,yes,,
Frederick,frederick@xyz.com,1,Skill and Employability Enhancement,Attending,"kle society's college of bca, rls institute, belagavi",,,Students,2026,Kaithal,6.9,6,0-2 Lakh,13,no ,,
Lee,lee@xyz.com,1,Skill and Employability Enhancement,Attending,"priyadarshini college of engineering, nagpur ",,,Students,2023,Karnal,7.2,8,0-2 Lakh,15,no ,,
Helen,helen@xyz.com,1,Skill and Employability Enhancement,Attending,st.francis institute of technology,,,Students,2025,Panipat,7.5,3,0-2 Lakh,14,yes,,
Jennifer,jennifer@xyz.com,1,Skill and Employability Enhancement,Attending,new horizon institute of technology and management ,,,Students,2024,Rewari,6.5,5,0-2 Lakh,12,yes,,
Joe,joe@xyz.com,1,Skill and Employability Enhancement,Attending,late g. n. sapkal college of engineering,,,Students,2023,Rohtak,7.5,5,0-2 Lakh,5,no,,
Gary,gary@xyz.com,1,Skill and Employability Enhancement,Attending,"symbiosis institute of technology, pune",,,Students,2024,Sirsa,6.9,6,0-2 Lakh,20,no,,
Arthur,arthur@xyz.com,1,Skill and Employability Enhancement,Attending,"mit academy of engineering ,alandi",,,Students,2025,Sonipat,7.6,8,0-2 Lakh,20,no,,
Matthew,matthew@xyz.com,1,Skill and Employability Enhancement,Attending,a. c. patil college of engineering,,,Students,2025,Chamba,6.5,5,0-2 Lakh,14,yes,,
Tiffany,tiffany@xyz.com,1,Skill and Employability Enhancement,Attending,"ld college of engineering, ahmedabad, gujarat ",,,Students,2024,Hamirpur,6.7,5,0-2 Lakh,9,no,,
Matt,matt@xyz.com,1,Skill and Employability Enhancement,Attending,dkte society's textile and engineering institute ichalkaranji,,,Students,2026,kullu,8.7,6,0-2 Lakh,8,no,,
Debbie,debbie@xyz.com,1,Skill and Employability Enhancement,Attending,"vishwakarma institute of technology, pune",,,Students,2025,Baramula,6.5,6,0-2 Lakh,8,no ,,
Mark,mark@xyz.com,1,Skill and Employability Enhancement,Attending,"kle society's college of bca, rls institute, belagavi",,,Students,2024,Doda,6.6,8,0-2 Lakh,21,no ,,
Michael,michael@xyz.com,1,Skill and Employability Enhancement,Attending,new horizon institute of technology and management ,,,Students,2023,Punch,9.7,5,0-2 Lakh,23,no,,
Jason,jason@xyz.com,1,Skill and Employability Enhancement,Attending,late g. n. sapkal college of engineering,,,Students,2026,Rajouri,9.3,8,0-2 Lakh,15,no,,
Steve,steve@xyz.com,1,Skill and Employability Enhancement,Attending,"mit academy of engineering ,alandi",,,Students,2025,Udhampur,7.6,8,0-2 Lakh,5,yes,,
Luis,luis@xyz.com,1,Skill and Employability Enhancement,Attending,a. c. patil college of engineering,,,Students,2023,Badmi,7.8,6,0-2 Lakh,8,no,,
Richard,richard@xyz.com,1,Skill and Employability Enhancement,Attending,wilson college ,,,Students,2024,Ballari,7.9,3,0-2 Lakh,19,no,,
Rita,rita@xyz.com,1,Skill and Employability Enhancement,Attending,"ld college of engineering, ahmedabad, gujarat ",,,Students,2024,Bengaluru,8.5,8,0-2 Lakh,18,no,,
Robert,robert@xyz.com,1,Skill and Employability Enhancement,Attending,dkte society's textile and engineering institute ichalkaranji,,,Students,2023,Belgavi,8.7,6,0-2 Lakh,23,no,,
Ashley,ashley@xyz.com,1,Skill and Employability Enhancement,Attending,"priyadarshini college of engineering, nagpur ",,,Students,2026,Bidar,8.3,8,0-2 Lakh,5,no,,
Ellen,ellen@xyz.com,1,Skill and Employability Enhancement,Attending,chhattisgarh swami vivekananda technical university teaching department bhilai,,,Students,2025,Kolar,8.6,8,0-2 Lakh,9,yes,,
Theodore,theodore@xyz.com,1,Skill and Employability Enhancement,Attending,silicon institute of technology,,,Students,2025,Mysuru,8.5,8,0-2 Lakh,9,no ,,
Russell,russell@xyz.com,1,Skill and Employability Enhancement,Attending,adhiyamaan college of engineering,,,Students,2024,Kochi,9.1,8,0-2 Lakh,17,no ,,
Manuel,manuel@xyz.com,1,Skill and Employability Enhancement,Attending,don bosco college of engineering fatorda goa,,,Students,2024,Kollam,7.7,3,0-2 Lakh,13,yes,,
Brian,brian@xyz.com,1,Skill and Employability Enhancement,Attending,"vidyalankar institute of technology, mumbai",,,Students,2025,Dhar,7.6,3,0-2 Lakh,19,no,,
Amanda,amanda@xyz.com,1,Skill and Employability Enhancement,Attending,government polytechnic gandhinagar,,,Students,2026,Indore,7.3,5,0-2 Lakh,18,no,,
Jennifer,jennifer@xyz.com,1,Skill and Employability Enhancement,Attending,"b. k. birla college of arts, science & commerce (autonomous), kalyan",,,Students,2024,Guna,7.3,8,0-2 Lakh,12,yes,,
Donald,donald@xyz.com,1,Skill and Employability Enhancement,Attending,"vishwakarma institute of technology, pune",,,Students,2025,Gwalior,9.4,6,0-2 Lakh,23,no,,
Vincent,vincent@xyz.com,1,Skill and Employability Enhancement,Attending,"kle society's college of bca, rls institute, belagavi",,,Students,2024,Narwar,6.6,5,0-2 Lakh,8,no,,
Julia,julia@xyz.com,1,Skill and Employability Enhancement,Attending,"priyadarshini college of engineering, nagpur ",,,Students,2023,Orchha,6.6,3,0-2 Lakh,9,no,,
Bryan,bryan@xyz.com,1,Skill and Employability Enhancement,Attending,st.francis institute of technology,,,Students,2023,Sagar,8.5,8,0-2 Lakh,7,no,,
Laura,laura@xyz.com,1,Skill and Employability Enhancement,Attending,new horizon institute of technology and management ,,,Students,2025,Satna,7.7,5,0-2 Lakh,13,no,,
Helen,helen@xyz.com,1,Skill and Employability Enhancement,Attending,late g. n. sapkal college of engineering,,,Students,2024,Ujjain,8.1,8,0-2 Lakh,19,yes,,
Marianne,marianne@xyz.com,1,Skill and Employability Enhancement,Attending,"mit academy of engineering ,alandi",,,Students,2025,Akola,7.1,8,0-2 Lakh,22,no ,,
Randolph,randolph@xyz.com,1,Skill and Employability Enhancement,Attending,a. c. patil college of engineering,,,Students,2023,Aurangabad,8.3,3,0-2 Lakh,6,no ,,
Nancy,nancy@xyz.com,1,Skill and Employability Enhancement,Attending,"ld college of engineering, ahmedabad, gujarat ",,,Students,2023,Bhsawal,8,5,0-2 Lakh,20,yes,,
Hilda,hilda@xyz.com,1,Skill and Employability Enhancement,Attending,lokmanya tilak college of engineering koparkhairane navi mumbai,,,Students,2023,Dhule,6.8,8,0-2 Lakh,19,no,,
Alvaro,alvaro@xyz.com,1,Skill and Employability Enhancement,Attending,"vidyalankar institute of technology, mumbai",,,Students,2026,Kalyan,7.9,3,0-2 Lakh,11,no,,
Bryan,bryan@xyz.com,1,Skill and Employability Enhancement,Attending,chhattisgarh swami vivekananda technical university teaching department bhilai,,,Students,2024,Thane,9.3,6,0-2 Lakh,26,no,,
Betty,betty@xyz.com,1,Skill and Employability Enhancement,Attending,adhiyamaan college of engineering,,,Students,2023,Mumbai,8.9,3,0-2 Lakh,10,no,,
Heather,heather@xyz.com,1,Skill and Employability Enhancement,Attending,don bosco college of engineering fatorda goa,,,Students,2023,Nagpur,8.3,3,0-2 Lakh,10,no,,
Willie,willie@xyz.com,1,Skill and Employability Enhancement,Attending,pillai college of engineering new panvel,,,Students,2025,Nanded,7.2,8,0-2 Lakh,15,yes,,
John,john@xyz.com,1,Skill and Employability Enhancement,Attending,st xavier's college ,,,Students,2025,Kolhapur,8.1,8,0-2 Lakh,12,yes,,
Philip,philip@xyz.com,1,Skill and Employability Enhancement,Attending,"vidyalankar institute of technology, mumbai",,,Students,2024,Karli,9.5,3,0-2 Lakh,20,no ,,
Adrianne,adrianne@xyz.com,1,Skill and Employability Enhancement,Attending,"b. k. birla college of arts, science & commerce (autonomous), kalyan",,,Students,2026,Solapur,9.3,8,0-2 Lakh,21,no,,
Melvin,melvin@xyz.com,1,Skill and Employability Enhancement,Attending,"vishwakarma institute of technology, pune",,,Students,2024,Satara,9.6,5,0-2 Lakh,7,no,,
Francis,francis@xyz.com,1,Skill and Employability Enhancement,Attending,"kle society's college of bca, rls institute, belagavi",,,Students,2025,Sangli,9.1,8,7 Lakh+,21,no,,
Kyle,kyle@xyz.com,1,Skill and Employability Enhancement,Attending,g h raisoni institut of engineering and technology pune,,,Students,2025,Sangola,7.3,3,0-2 Lakh,5,yes,,
John,john@xyz.com,1,Skill and Employability Enhancement,Attending,government polytechnic gandhinagar,,,Students,2023,Wardha,7.5,8,0-2 Lakh,16,no,,
Ronald,ronald@xyz.com,1,Skill and Employability Enhancement,Attending,"b. k. birla college of arts, science & commerce (autonomous), kalyan",,,Students,2024,Ulhasnagar,7.6,8,0-2 Lakh,21,no,,
Cindy,cindy@xyz.com,1,Skill and Employability Enhancement,Attending,"kle society's college of bca, rls institute, belagavi",,,Students,2024,Shillong,7.2,8,0-2 Lakh,7,no,,
Gregory,gregory@xyz.com,1,Skill and Employability Enhancement,Attending,"priyadarshini college of engineering, nagpur ",,,Students,2025,Puri,9.1,3,0-2 Lakh,20,no,,
Marie,marie@xyz.com,1,Skill and Employability Enhancement,Attending,st.francis institute of technology,,,Students,2023,konark,6.7,8,0-2 Lakh,9,yes,,
Laurie,laurie@xyz.com,1,Skill and Employability Enhancement,Attending,new horizon institute of technology and management ,,,Students,2025,Cuttack,7.1,6,0-2 Lakh,13,yes,,
Carmen,carmen@xyz.com,1,Skill and Employability Enhancement,Attending,late g. n. sapkal college of engineering,,,Students,2026,Baleshwar,7.1,8,0-2 Lakh,24,no ,,
Jesus,jesus@xyz.com,1,Skill and Employability Enhancement,Attending,"mit academy of engineering ,alandi",,,Students,2023,Amritsar,9.2,5,0-2 Lakh,11,yes,,
Vara,vara@xyz.com,1,Skill and Employability Enhancement,Attending,wilson college ,,,Students,2024,Sangrur,7.3,8,0-2 Lakh,8,no,,
Shaikh,shaikh@xyz.com,1,Skill and Employability Enhancement,Attending,government polytechnic gandhinagar,,,Students,2024,Jaipur,8.4,8,0-2 Lakh,21,no,,
Yadav,yadav@xyz.com,1,Skill and Employability Enhancement,Attending,d y patil institute of mca and management akurdi pune,,,Students,2024,Jhalwar,9.2,3,0-2 Lakh,24,no,,
Shaikh,shaikh@xyz.com,1,Skill and Employability Enhancement,Attending,pillai college of engineering new panvel,,,Students,2025,Pali,9.9,5,0-2 Lakh,21,yes,,
Gupta,gupta@xyz.com,1,Skill and Employability Enhancement,Attending,st xavier's college ,,,Students,2024,Sikar,7.6,3,0-2 Lakh,17,no ,,
Gupta,gupta@xyz.com,1,Skill and Employability Enhancement,Attending,"vidyalankar institute of technology, mumbai",,,Students,2026,Gangtok,9.3,6,0-2 Lakh,18,no ,,
Shreya,shreya@xyz.com,1,Skill and Employability Enhancement,Attending,government polytechnic gandhinagar,,,Students,2023,Agartala,6.6,6,0-2 Lakh,8,no,,
Ashok,ashok@xyz.com,1,Skill and Employability Enhancement,Attending,"kle society's college of bca, rls institute, belagavi",,,Students,2024,Gonda,7.2,8,0-2 Lakh,8,yes,,
Dhara,dhara@xyz.com,1,Skill and Employability Enhancement,Attending,"priyadarshini college of engineering, nagpur ",,,Students,2024,Ghazipur,7.1,3,0-2 Lakh,9,no,,
Prakash,prakash@xyz.com,1,Skill and Employability Enhancement,Attending,st.francis institute of technology,,,Students,2023,Ghaziabad,8,8,0-2 Lakh,9,no,,
Sunil,sunil@xyz.com,1,Skill and Employability Enhancement,Attending,"ld college of engineering, ahmedabad, gujarat ",,,Students,2024,Kanpur,8.8,6,0-2 Lakh,12,no ,,
Shah,shah@xyz.com,1,Skill and Employability Enhancement,Attending,dkte society's textile and engineering institute ichalkaranji,,,Students,2023,Lucknow,9.3,3,0-2 Lakh,23,yes,,
